field_id,date,crop_type,growth_stage,stress_level,area_ha,red_mean,red_std,nir_mean,nir_std,swir1_mean,swir1_std,vv_mean,vv_std,vh_mean,vh_std,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,msi_mean,msi_std,sar_ratio_mean,sar_ratio_std
6,2026-05-15,Rice,Flowering,No Stress,113.59842048001883,0.01232923660427332,0.011600777506828308,0.08981169015169144,0.007954942062497139,0.050345279276371,0.021377187222242355,-9.054435729980469,0.5124291181564331,-15.077982902526855,0.7190313935279846,0.7714866995811462,0.07302874326705933,0.2932339310646057,0.062194496393203735,0.5524209141731262,0.12470247596502304,6.0235466957092285,0.3684314489364624
1,2026-06-01,Rice,Vegetative,No Stress,113.59842048001883,0.02387746050953865,0.012160133570432663,0.07866164296865463,0.010652436874806881,0.036009181290864944,0.024433830752968788,-12.01259994506836,0.2299196720123291,-20.010713577270508,0.23024211823940277,0.5444450378417969,0.05047810077667236,0.39200276136398315,0.06988343596458435,0.4429682195186615,0.1244591698050499,7.9981160163879395,0.2904426157474518
2,2026-06-01,Wheat,Flowering,Mild Stress,113.59842048001883,0.012994671240448952,0.0003872773959301412,0.0869969055056572,0.0026099951937794685,0.07410834729671478,0.002235942054539919,-9.001955032348633,0.19881519675254822,-13.500204086303711,0.19990181922912598,0.7399338483810425,0.009563901461660862,0.07996721565723419,0.021234195679426193,0.8526247143745422,0.03646217659115791,4.498249530792236,0.28099945187568665
3,2026-06-01,Cotton,Sowing,Severe Stress,113.59842048001883,0.04836869612336159,0.0077090030536055565,0.05380642041563988,0.011755632236599922,0.06637925654649734,0.01977609470486641,-16.454448699951172,0.4346088469028473,-25.441877365112305,0.5465167760848999,0.05109884589910507,0.025625403970479965,-0.10121635347604752,0.026797322556376457,1.2274391651153564,0.0752721056342125,8.987428665161133,0.3170119524002075
4,2026-06-01,Maize,Maturity,No Stress,113.59842048001883,0.0312623530626297,0.011070555076003075,0.07128600776195526,0.011730441823601723,0.05965738743543625,0.021021820604801178,-10.527050018310547,0.34482094645500183,-16.555763244628906,0.53782057762146,0.3963777720928192,0.035245150327682495,0.09637297689914703,0.038547005504369736,0.8270843625068665,0.08329373598098755,6.028710842132568,0.3659853935241699
5,2026-06-01,Sugarcane,Vegetative,Mild Stress,113.59842048001883,0.029002327471971512,0.0008770203567110002,0.0710172951221466,0.0021245633251965046,0.05145767703652382,0.0015571792609989643,-11.002894401550293,0.2012103646993637,-16.503931045532227,0.19620037078857422,0.41991347074508667,0.0175932589918375,0.15963833034038544,0.02064763940870762,0.7252229452133179,0.030746104195713997,5.501037120819092,0.27985674142837524
6,2026-06-01,Rice,Flowering,No Stress,113.59842048001883,0.012342925183475018,0.011727479286491871,0.08982842415571213,0.008083084598183632,0.050369102507829666,0.02142038382589817,-9.050647735595703,0.4965462386608124,-15.0800142288208,0.7137285470962524,0.7715065479278564,0.07295770943164825,0.2930986285209656,0.06161048635840416,0.5524023175239563,0.12204272300004959,6.0293660163879395,0.37491267919540405
1,2026-06-15,Rice,Vegetative,No Stress,113.59842048001883,0.023894459009170532,0.012228249572217464,0.07866460829973221,0.01045758556574583,0.036016225814819336,0.0244718287140131,-12.013603210449219,0.23005785048007965,-20.0125675201416,0.23428824543952942,0.5442959666252136,0.051615260541439056,0.3920553922653198,0.07082686573266983,0.4431362748146057,0.12716862559318542,7.998963356018066,0.2925706207752228
2,2026-06-15,Wheat,Flowering,Mild Stress,113.59842048001883,0.013003193773329258,0.00039101869333535433,0.08695656061172485,0.002621132181957364,0.07408156991004944,0.0021990130189806223,-9.00273323059082,0.19783473014831543,-13.499380111694336,0.19987919926643372,0.7396823167800903,0.00953744724392891,0.07990790903568268,0.02097008004784584,0.8527092933654785,0.03604048117995262,4.496646404266357,0.28162333369255066
3,2026-06-15,Cotton,Sowing,Severe Stress,113.59842048001883,0.0483490489423275,0.007629030384123325,0.05382248014211655,0.011782808229327202,0.06638585031032562,0.019485613331198692,-16.46077537536621,0.4407746493816376,-25.446365356445312,0.5408825874328613,0.051334675401449203,0.025398727506399155,-0.10140276700258255,0.025330031290650368,1.2275937795639038,0.0679803267121315,8.985590934753418,0.31459492444992065
4,2026-06-15,Maize,Maturity,No Stress,113.59842048001883,0.031259141862392426,0.011141054332256317,0.07130435109138489,0.011627116240561008,0.05969935655593872,0.02166326344013214,-10.531024932861328,0.3541203439235687,-16.557960510253906,0.5387853384017944,0.3966549038887024,0.035354144871234894,0.09665547311306,0.039552297443151474,0.8268020749092102,0.08647392690181732,6.026936054229736,0.3604466915130615
5,2026-06-15,Sugarcane,Vegetative,Mild Stress,113.59842048001883,0.02900199219584465,0.0008784419624134898,0.07099991291761398,0.0021323931869119406,0.051412031054496765,0.0015113771660253406,-11.001211166381836,0.1998150795698166,-16.50062370300293,0.1996651440858841,0.41981634497642517,0.01760587841272354,0.15993748605251312,0.020560357719659805,0.724773108959198,0.030599772930145264,5.499413967132568,0.2827148735523224
6,2026-06-15,Rice,Flowering,No Stress,113.59842048001883,0.012333616614341736,0.0117340674623847,0.08985866606235504,0.008188622072339058,0.05032065510749817,0.02098647505044937,-9.052314758300781,0.5010412335395813,-15.078197479248047,0.7151194214820862,0.7717651128768921,0.07261639088392258,0.29331737756729126,0.06032900512218475,0.5517627000808716,0.11604022979736328,6.025882720947266,0.37116000056266785
